Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day)
HP002,B59180,2024-12-01,2026-12-01,3028,12.39
HP005,B25331,2024-12-13,2026-12-13,4405,64.43
HP002,B14062,2024-01-19,2026-01-18,1988,34.72
HP012,B81671,2025-04-12,2025-10-09,4493,9.22
HP008,B72233,2024-04-08,2025-09-30,4369,62.47
HP005,B75312,2025-01-22,2027-01-22,2659,57.32
HP008,B97851,2023-02-17,2025-02-16,2917,43.08
HP010,B58824,2024-11-04,2026-04-28,2682,26.94
HP001,B28048,2024-04-06,2024-10-03,1679,65.75
HP001,B42488,2023-03-29,2023-09-25,191,38.11
HP012,B15464,2023-08-21,2024-02-17,1860,54.51
HP003,B75597,2025-02-28,2026-08-22,4274,36.32
HP012,B85485,2025-06-02,2026-06-02,1251,7.27
HP012,B69910,2023-03-02,2023-08-29,1748,38.5
HP010,B71043,2024-06-01,2025-06-01,997,59.9
HP004,B69480,2023-04-05,2025-04-04,2790,26.34
HP005,B30794,2023-08-24,2025-08-23,2826,5.29
HP004,B76865,2024-12-28,2025-12-28,4560,9.25
HP011,B14294,2023-09-05,2024-09-04,4464,9.04
HP010,B59582,2024-04-28,2025-10-20,3349,54.67
HP004,B60874,2023-06-20,2025-06-19,3104,65.9
HP005,B68081,2024-04-16,2025-10-08,970,15.66
HP004,B63056,2025-01-13,2026-07-07,1146,69.59
HP005,B27541,2023-12-10,2024-12-09,1229,57.64
HP008,B41402,2023-04-07,2024-09-28,2991,57.98
HP007,B57864,2023-10-08,2025-03-31,2311,18.19
HP008,B65882,2024-04-26,2025-10-18,2423,36.06
HP001,B69759,2025-01-29,2025-07-28,2976,42.13
HP011,B92462,2024-04-06,2025-09-28,1536,46.45
HP006,B94163,2024-04-09,2026-04-09,884,10.03
HP002,B24724,2023-04-13,2024-04-12,3846,48.86
HP004,B49237,2023-06-23,2025-06-22,4213,35.52
HP003,B78836,2025-04-27,2026-04-27,263,39.49
HP002,B38818,2024-11-18,2026-11-18,4715,23.77
HP011,B39669,2023-09-02,2024-09-01,2075,13.94
HP011,B25769,2025-03-23,2026-09-14,1563,27.92
HP007,B80208,2024-02-26,2026-02-25,1262,55.63
HP001,B94817,2024-02-20,2025-02-19,3417,63.4
HP007,B92263,2024-04-02,2025-04-02,509,21.33
HP002,B36227,2023-06-05,2024-11-26,770,48.83
HP006,B80250,2023-08-30,2024-08-29,2277,46.68
HP012,B62856,2023-09-30,2024-09-29,2963,7.27
HP007,B84150,2025-01-20,2026-01-20,3456,18.99
HP009,B74176,2024-04-06,2025-04-06,2056,57.73
HP010,B62977,2023-08-24,2025-08-23,4649,26.07
HP007,B46403,2024-09-29,2026-09-29,2975,58.7
HP008,B11062,2024-03-20,2025-03-20,3907,47.64
HP004,B69518,2023-08-23,2024-08-22,895,3.26
HP012,B70801,2025-01-02,2025-07-01,2544,26.91
HP002,B11222,2023-09-06,2025-02-27,3872,56.19
HP011,B68257,2023-11-15,2025-05-08,1692,36.34
HP001,B48395,2024-12-19,2025-06-17,3475,56.62
HP010,B16935,2023-11-27,2025-11-26,2733,22.09
HP011,B53492,2024-12-31,2026-12-31,3803,3.07
HP003,B15815,2023-01-09,2024-07-02,637,24.84
HP002,B67873,2025-02-03,2026-07-28,379,16.05
HP009,B58724,2024-08-15,2025-08-15,2674,2.37
HP011,B41433,2023-07-22,2025-01-12,3088,21.38
HP004,B40404,2024-12-10,2026-12-10,3868,6.97
HP002,B36468,2025-04-30,2026-04-30,2777,15.7
HP010,B65436,2025-01-11,2026-07-05,3651,63.67
HP004,B22323,2023-12-09,2025-12-08,4540,33.9
HP001,B36650,2023-10-14,2024-04-11,2856,65.18
HP003,B79366,2023-10-04,2025-10-03,165,6.33
HP011,B36677,2024-07-14,2026-01-05,2726,2.29
HP007,B24336,2023-09-12,2025-09-11,3927,21.25
HP009,B41878,2025-04-23,2025-10-20,4779,4.53
HP010,B10875,2023-06-23,2024-06-22,2196,65.62
HP009,B33103,2025-03-31,2026-03-31,467,42.36
HP005,B67853,2024-10-19,2025-10-19,3922,23.17
HP011,B57921,2024-08-20,2026-02-11,4403,32.7
HP006,B79734,2023-01-26,2024-07-19,799,52.31
HP012,B95879,2023-04-30,2024-04-29,2711,29.7
HP012,B50910,2024-09-16,2025-09-16,959,19.5
HP006,B91164,2023-02-25,2024-02-25,3687,36.95
HP002,B47443,2024-12-05,2026-12-05,1820,27.54
HP004,B42201,2024-05-20,2025-11-11,1907,45.61
HP006,B58525,2023-04-21,2025-04-20,3033,45.39
HP003,B69483,2024-02-09,2026-02-08,310,26.44
HP004,B39709,2023-01-07,2024-06-30,308,63.28
HP010,B96310,2023-10-21,2024-10-20,2398,48.6
HP001,B83423,2025-01-31,2026-01-31,1755,1.68
HP004,B25199,2023-03-13,2024-03-12,1850,39.83
HP011,B78913,2024-07-13,2026-07-13,1433,33.54
HP009,B59027,2024-12-06,2025-12-06,4744,6.27
HP007,B51450,2023-08-18,2025-08-17,930,38.34
HP012,B40362,2024-03-05,2024-09-01,3639,19.35
HP012,B46876,2023-02-05,2023-08-04,4398,13.66
HP005,B94325,2024-09-04,2026-09-04,758,62.36
HP005,B38088,2024-07-25,2025-07-25,3112,47.17
HP008,B57578,2023-02-24,2024-02-24,4899,25.39
HP003,B69811,2023-09-24,2025-09-23,2979,15.61
HP007,B36990,2025-02-18,2026-08-12,3736,4.96
HP012,B89916,2025-05-07,2025-11-03,4859,22.3
HP009,B73771,2023-09-28,2024-03-26,529,66.26
HP006,B16034,2023-08-12,2025-02-02,3508,67.06
HP009,B22521,2024-05-16,2024-11-12,599,59.48
HP011,B81817,2025-03-22,2027-03-22,2079,18.29
HP009,B91440,2024-01-05,2025-01-04,824,42.48
HP004,B41932,2024-06-17,2025-12-09,4498,26.92
HP001,B36431,2023-06-09,2023-12-06,1476,13.99
HP003,B38966,2023-07-24,2025-07-23,4385,64.72
HP007,B72403,2024-07-01,2026-07-01,509,34.71
HP007,B46176,2025-04-02,2026-09-24,2786,66.18
HP007,B71240,2023-03-24,2024-03-23,4123,45.62
HP005,B48174,2023-05-31,2024-11-21,972,38.65
HP011,B98292,2023-11-09,2025-11-08,4838,27.18
HP009,B17246,2023-05-24,2024-05-23,945,60.08
HP008,B38083,2025-01-25,2026-01-25,3149,6.1
HP008,B42984,2023-06-27,2025-06-26,2099,48.36
HP002,B18974,2025-02-09,2026-02-09,4184,3.29
HP003,B70332,2024-05-13,2025-05-13,628,36.13
HP004,B10975,2023-09-26,2024-09-25,4214,31.15
HP009,B60210,2023-07-10,2024-07-09,1100,43.46
HP012,B98656,2023-09-12,2024-03-10,1079,6.06
HP006,B11625,2024-10-31,2025-10-31,2312,40.47
HP010,B76928,2023-10-30,2024-10-29,1070,32.29
HP010,B15253,2023-05-04,2024-10-25,1806,55.92
HP004,B79634,2024-07-23,2026-01-14,386,64.19
HP012,B18446,2024-07-16,2025-01-12,1191,56.29
HP007,B41273,2024-10-19,2026-10-19,2416,48.07
HP012,B30215,2023-07-11,2024-01-07,2214,34.11
HP003,B88624,2025-03-05,2026-08-27,263,15.82
HP006,B65790,2024-09-11,2026-09-11,1789,29.55
HP005,B99409,2025-04-10,2027-04-10,1839,19.71
HP012,B37148,2023-02-03,2023-08-02,2007,42.17
HP007,B62963,2025-01-06,2026-06-30,3555,47.93
HP002,B99336,2024-12-12,2026-06-05,1898,10.24
HP010,B94260,2023-08-24,2025-08-23,4928,13.16
HP004,B90542,2024-01-18,2025-01-17,4745,23.97
HP009,B53913,2023-11-17,2024-11-16,4551,22.48
HP001,B87540,2025-04-05,2026-04-05,873,37.79
HP011,B78141,2025-03-02,2026-08-24,3259,55.52
HP002,B86074,2023-02-22,2024-08-15,4127,21.26
HP004,B61314,2023-12-01,2025-05-24,1117,17.34
HP007,B47570,2023-06-12,2025-06-11,763,4.67
HP006,B21496,2023-09-06,2025-09-05,4553,49.5
HP011,B63807,2025-06-18,2026-06-18,2716,61.7
HP009,B19607,2024-05-26,2024-11-22,4513,68.54
HP009,B43301,2023-03-23,2024-03-22,4657,46.15
HP007,B51410,2024-12-23,2026-06-16,3097,28.73
HP010,B97266,2024-05-30,2025-05-30,3949,32.79
HP012,B61219,2023-10-20,2024-04-17,1078,67.53
HP006,B85028,2023-10-08,2025-10-07,1766,31.09
HP001,B87796,2025-04-20,2025-10-17,3073,66.34
HP009,B56075,2024-12-29,2025-12-29,327,61.26
HP009,B99550,2023-07-07,2024-01-03,3795,64.06
HP007,B24071,2024-08-02,2026-01-24,1891,37.99
HP004,B37993,2023-05-01,2024-04-30,1776,8.43
HP005,B18120,2023-04-21,2024-10-12,1949,60.85
HP007,B73213,2023-12-11,2025-12-10,4663,34.2
HP012,B18118,2024-08-12,2025-02-08,2853,46.16
HP005,B26142,2023-07-13,2025-07-12,3138,44.71
HP001,B36621,2023-08-30,2024-08-29,3410,10.6
HP011,B85163,2023-09-17,2024-09-16,4157,11.28
HP003,B38739,2023-11-02,2025-11-01,3880,27.79
HP006,B99365,2024-08-25,2026-02-16,636,45.43
HP006,B21339,2024-01-21,2025-01-20,1333,53.85
HP006,B20100,2025-05-12,2026-11-03,4662,56.55
HP011,B96605,2024-08-30,2026-08-30,4729,50.0
HP005,B93602,2023-04-23,2025-04-22,1112,26.46
HP001,B35499,2023-07-04,2023-12-31,226,19.2
HP002,B59276,2024-10-18,2025-10-18,3200,27.49
HP011,B68185,2024-02-24,2025-02-23,2527,68.4
HP001,B58541,2024-04-28,2025-04-28,339,8.49
HP001,B96718,2024-04-25,2025-04-25,194,41.85
HP007,B99432,2025-05-08,2026-05-08,3298,64.92
HP012,B59824,2023-11-14,2024-11-13,701,51.81
HP005,B33198,2023-08-09,2025-08-08,639,23.89
HP008,B11014,2025-05-03,2027-05-03,4030,47.79
HP010,B60789,2023-07-26,2024-07-25,3361,57.85
HP009,B89445,2023-12-01,2024-05-29,4605,48.97
HP001,B55371,2024-08-12,2025-08-12,659,64.15
HP007,B52646,2023-08-18,2025-02-08,3432,46.96
HP012,B83007,2024-01-29,2025-01-28,4461,9.44
HP007,B54711,2025-03-14,2026-03-14,3099,64.39
HP006,B97302,2024-07-23,2025-07-23,4625,24.3
HP012,B93829,2024-07-27,2025-01-23,4710,28.19
HP006,B24252,2023-06-21,2024-12-12,4357,58.04
HP009,B91908,2025-02-13,2026-02-13,939,64.25
HP008,B58198,2024-04-30,2026-04-30,1937,35.52
HP012,B95228,2023-11-24,2024-11-23,2326,2.75
HP006,B99575,2023-05-22,2025-05-21,4150,36.92
HP008,B70316,2025-02-01,2026-07-26,500,33.36
HP005,B69772,2023-10-05,2025-10-04,1431,18.27
HP004,B49651,2025-04-01,2026-04-01,1363,21.77
HP004,B10815,2025-04-19,2026-04-19,4046,63.5
HP001,B44583,2023-07-27,2024-01-23,227,34.19
HP004,B56266,2024-06-29,2025-06-29,146,5.17
HP002,B74457,2024-10-05,2025-10-05,1208,30.35
HP011,B10220,2024-05-12,2025-11-03,224,46.18
HP005,B58145,2025-05-18,2026-05-18,2132,53.08
HP009,B53149,2024-05-18,2024-11-14,1649,43.04
HP005,B96907,2023-07-11,2025-01-01,4489,9.82
HP006,B82766,2024-06-18,2026-06-18,4287,50.17
HP007,B51116,2023-12-05,2025-05-28,3311,4.2
HP003,B46224,2025-06-07,2027-06-07,1788,31.67
HP004,B42548,2024-12-26,2026-06-19,723,12.27
HP011,B51041,2025-01-31,2027-01-31,4835,13.86
HP006,B23040,2024-04-07,2026-04-07,2752,68.65
HP009,B42003,2023-07-01,2024-06-30,605,29.72
HP005,B86681,2024-06-06,2025-06-06,1425,29.97
HP008,B89956,2023-06-13,2024-12-04,3688,65.19
HP001,B28991,2024-06-01,2025-06-01,1697,15.55
HP010,B22877,2024-06-01,2026-06-01,2817,33.52
HP002,B82500,2025-02-12,2026-02-12,1453,57.66
HP004,B72805,2024-09-08,2026-03-02,514,14.0
HP002,B45982,2023-02-21,2024-02-21,2836,31.77
HP006,B59678,2023-12-29,2024-12-28,210,30.44
HP011,B27695,2024-06-27,2026-06-27,4396,55.31
HP004,B85720,2024-10-04,2026-10-04,1610,41.63
HP003,B90943,2023-05-11,2024-11-01,2627,38.72
HP012,B67442,2023-02-09,2023-08-08,2795,37.43
HP010,B38282,2025-02-06,2027-02-06,4357,6.39
HP005,B97874,2023-10-22,2025-04-14,1954,18.36
HP012,B24003,2024-08-08,2025-08-08,949,21.49
HP010,B79305,2023-04-10,2024-10-01,1559,42.27
HP012,B83063,2024-11-28,2025-11-28,1122,25.35
HP008,B15470,2024-11-28,2026-11-28,1584,28.46
HP005,B34679,2024-01-10,2025-07-03,1715,14.47
HP003,B19943,2023-10-18,2025-10-17,1456,9.91
HP012,B27622,2025-02-24,2025-08-23,3052,46.5
HP002,B21048,2024-09-02,2025-09-02,4394,1.71
HP001,B99089,2023-11-13,2024-05-11,4159,7.58
HP005,B80628,2024-06-12,2025-06-12,2450,67.08
HP009,B92217,2024-02-17,2024-08-15,3755,23.19
HP012,B94815,2023-07-12,2024-07-11,3174,54.17
HP012,B16612,2025-05-14,2026-05-14,3600,59.58
HP006,B73794,2023-12-22,2025-06-14,3558,2.91
HP003,B28945,2023-12-06,2025-05-29,2343,22.33
HP006,B23427,2024-03-24,2026-03-24,4415,38.43
HP004,B38066,2024-12-08,2025-12-08,3605,3.42
HP005,B94186,2023-04-20,2024-10-11,1565,27.58
HP004,B88796,2023-01-27,2024-01-27,2127,62.9
HP001,B15304,2023-09-28,2024-09-27,1690,47.09
HP007,B98988,2023-06-18,2025-06-17,3043,41.33
HP007,B34243,2024-07-14,2025-07-14,1985,22.6
HP002,B54302,2023-09-25,2025-09-24,3240,69.77
HP012,B50530,2024-11-21,2025-11-21,3617,63.03
HP006,B11449,2024-03-19,2026-03-19,3865,65.25
HP006,B69284,2023-05-11,2024-11-01,2570,24.94
HP005,B55378,2025-01-11,2026-07-05,1106,20.95
HP007,B51705,2025-01-05,2027-01-05,3379,57.6
HP005,B80381,2023-05-08,2024-10-29,2718,34.42
HP003,B82261,2023-01-28,2025-01-27,2581,2.63
HP012,B75746,2025-01-17,2026-01-17,1243,61.74
HP009,B22038,2024-10-04,2025-04-02,686,62.23
HP008,B28325,2023-07-07,2024-07-06,3219,30.52
HP011,B21367,2024-06-21,2025-06-21,682,69.87
HP009,B48270,2024-01-10,2024-07-08,2170,54.32
HP011,B19032,2023-12-23,2025-06-15,3595,13.93
HP005,B72608,2023-07-09,2024-12-30,1606,36.49
HP010,B36170,2024-05-27,2026-05-27,4549,62.85
HP008,B81468,2024-09-29,2025-09-29,2497,55.56
HP006,B22980,2023-03-28,2025-03-27,2536,69.7
HP005,B24103,2024-01-20,2026-01-19,4990,40.12
HP004,B13463,2023-04-02,2025-04-01,4011,2.9
HP003,B89589,2023-02-17,2024-02-17,2380,39.27
HP011,B81095,2025-03-13,2026-09-04,885,16.59
HP007,B86797,2024-04-03,2025-09-25,4799,7.98
HP011,B99441,2024-12-02,2026-05-26,3007,12.35
HP003,B93150,2025-06-17,2027-06-17,1497,15.9
HP010,B92445,2024-06-21,2025-06-21,4374,62.18
HP011,B71938,2023-02-02,2024-07-26,4790,54.65
HP012,B31148,2023-03-27,2023-09-23,3229,20.76
HP006,B50717,2023-02-18,2024-02-18,528,42.57
HP008,B82808,2023-11-19,2025-05-12,4714,10.2
HP001,B26321,2023-10-06,2024-10-05,520,18.37
HP006,B59378,2023-08-19,2025-08-18,1527,52.99
HP012,B34749,2023-10-13,2024-04-10,2778,56.93
HP002,B75702,2024-04-30,2026-04-30,4700,19.5
HP003,B19266,2025-02-22,2026-02-22,319,39.53
HP001,B96709,2023-10-13,2024-10-12,109,44.64
HP007,B62367,2024-02-23,2026-02-22,4758,17.67
HP010,B23847,2023-06-13,2025-06-12,236,58.53
HP006,B27424,2024-09-05,2025-09-05,184,49.55
HP011,B44967,2023-05-11,2024-05-10,2065,63.13
HP004,B68368,2024-11-20,2026-11-20,1571,44.27
HP009,B17687,2024-04-27,2025-04-27,2856,7.96
HP002,B86559,2024-11-28,2026-05-22,926,49.47
HP012,B10328,2024-03-05,2025-03-05,4985,17.11
HP009,B48477,2024-09-17,2025-09-17,3863,28.21
HP011,B91023,2024-12-11,2026-12-11,1912,29.89
HP007,B15715,2024-01-16,2026-01-15,1318,32.12
HP005,B25551,2023-02-17,2024-02-17,520,21.22
HP008,B96559,2023-02-14,2024-08-07,4400,13.05
HP004,B81226,2024-10-14,2026-04-07,845,52.11
HP009,B43044,2025-02-09,2025-08-08,3028,44.0
HP002,B63518,2025-03-24,2026-09-15,1698,17.96
HP006,B73063,2023-03-23,2024-09-13,853,23.54
HP002,B17403,2024-10-18,2026-04-11,4364,59.77
HP004,B59721,2023-02-14,2024-02-14,4722,19.67
HP001,B74116,2025-01-10,2025-07-09,3364,41.26
HP009,B14545,2024-05-18,2025-05-18,2536,45.42
HP003,B21135,2024-06-23,2025-06-23,551,30.25
HP012,B10981,2023-05-11,2024-05-10,2789,53.09
HP001,B19845,2023-09-11,2024-09-10,4036,36.22
HP010,B48920,2023-02-26,2024-02-26,3938,21.52
HP011,B88304,2025-02-06,2026-07-31,2142,24.62
HP001,B90220,2023-09-17,2024-03-15,4745,34.99
HP011,B30226,2024-09-09,2026-09-09,966,10.63
HP001,B44804,2023-06-24,2024-06-23,3808,36.36
HP009,B20850,2023-04-01,2023-09-28,1297,51.96
HP001,B37656,2025-05-03,2025-10-30,3616,57.96
HP010,B85538,2023-11-08,2024-11-07,181,41.79
HP001,B59401,2025-06-19,2026-06-19,2320,42.1
HP011,B62450,2025-03-11,2026-09-02,444,31.61
HP005,B69778,2023-06-30,2025-06-29,4327,2.35
HP002,B53114,2025-01-06,2027-01-06,1163,29.3
HP009,B87204,2024-07-26,2025-01-22,591,34.78
HP004,B22921,2024-09-25,2026-03-19,2601,69.0
HP008,B82531,2025-03-07,2026-08-29,1585,14.85
HP005,B53463,2025-02-04,2027-02-04,4968,69.42
HP006,B75707,2025-04-14,2026-10-06,1666,33.17
HP012,B63971,2025-04-01,2025-09-28,4374,47.73
HP002,B64264,2023-09-11,2025-09-10,1630,4.61
HP011,B47811,2023-11-03,2024-11-02,4391,65.28
HP010,B58478,2024-05-18,2026-05-18,2536,61.61
HP003,B46008,2023-01-07,2024-01-07,3345,42.01
HP003,B73754,2023-12-28,2025-06-20,2543,7.1
HP001,B91469,2023-07-08,2024-01-04,402,6.23
HP010,B53839,2023-12-26,2025-12-25,3964,35.2
HP006,B64939,2023-03-27,2025-03-26,1038,28.82
HP001,B90598,2023-03-11,2023-09-07,1795,49.78
HP012,B42198,2024-06-13,2025-06-13,2135,27.17
HP007,B38293,2023-09-02,2025-09-01,76,68.72
HP012,B62628,2024-08-21,2025-08-21,247,27.03
HP005,B52141,2023-05-01,2024-10-22,1754,67.2
HP009,B55800,2023-08-25,2024-02-21,1034,12.8
HP008,B14050,2024-11-11,2025-11-11,2410,31.62
HP009,B64605,2025-03-26,2026-03-26,722,29.51
HP009,B22622,2023-08-14,2024-08-13,4360,61.61
HP001,B54478,2023-04-14,2024-04-13,2848,69.89
HP001,B12499,2025-01-26,2026-01-26,2758,26.81
HP012,B97719,2024-11-06,2025-11-06,2926,48.1
HP008,B78750,2023-09-29,2025-03-22,4016,16.27
HP012,B58955,2023-12-15,2024-06-12,4670,40.58
HP010,B65817,2023-01-21,2025-01-20,4952,64.39
HP007,B38093,2025-01-02,2026-01-02,4140,30.51
HP011,B31128,2024-11-30,2026-11-30,713,25.51
HP001,B14722,2023-10-20,2024-04-17,1950,31.27
HP009,B65446,2025-05-13,2026-05-13,4500,15.82
HP009,B21197,2024-03-02,2024-08-29,60,18.49
HP011,B72403,2023-08-31,2025-02-21,2096,19.22
HP006,B85925,2023-08-20,2025-08-19,4026,18.86
HP002,B12652,2025-03-09,2026-08-31,651,69.26
HP008,B12806,2024-01-25,2026-01-24,1695,31.83
HP012,B59584,2024-05-16,2024-11-12,1879,45.95
HP002,B20070,2023-07-04,2025-07-03,3730,49.89
HP011,B39780,2023-01-28,2025-01-27,780,21.71
HP007,B63736,2023-01-08,2025-01-07,2290,24.95
HP005,B37712,2025-01-16,2026-07-10,3014,66.9
HP003,B96124,2024-12-01,2026-05-25,271,37.41
HP009,B62646,2023-01-07,2024-01-07,4040,1.83
HP005,B22803,2023-12-02,2025-12-01,4679,66.39
HP008,B38793,2023-04-13,2024-04-12,2961,33.93
HP012,B86822,2025-01-02,2026-01-02,53,52.68
HP011,B95762,2024-12-11,2025-12-11,2309,45.3
HP010,B10256,2024-06-14,2025-12-06,3056,38.97
HP004,B19465,2024-05-11,2025-11-02,876,6.35
HP009,B27374,2024-01-17,2024-07-15,3487,66.52
HP001,B78190,2024-11-03,2025-11-03,1998,10.76
HP008,B67593,2023-11-09,2025-05-02,1095,54.46
HP002,B88861,2024-05-07,2026-05-07,579,39.84
HP009,B34458,2024-05-10,2024-11-06,982,18.82
HP009,B26576,2023-03-26,2024-03-25,2481,63.97
HP007,B63621,2025-01-13,2026-01-13,543,40.26
HP003,B11834,2023-09-26,2024-09-25,4520,13.28
HP002,B53811,2025-01-09,2026-01-09,396,55.38
HP009,B27174,2025-05-03,2026-05-03,1044,54.62
HP009,B18673,2025-02-27,2026-02-27,3153,47.06
HP009,B33759,2023-06-30,2024-06-29,3665,60.78
HP008,B16618,2023-05-05,2024-05-04,4327,32.54
HP006,B42779,2025-01-12,2027-01-12,4910,17.59
HP005,B21639,2024-07-07,2025-07-07,3948,16.32
HP012,B86366,2023-06-05,2024-06-04,3743,44.15
HP011,B26951,2025-02-23,2027-02-23,527,39.91
HP006,B52168,2023-05-19,2024-11-09,784,63.71
HP008,B73439,2023-02-23,2024-08-16,3749,14.79
HP011,B44776,2025-03-18,2026-03-18,4418,33.5
HP002,B85084,2023-04-29,2024-10-20,744,64.78
HP007,B50537,2023-02-25,2024-08-18,4434,53.2
HP007,B71500,2024-05-31,2025-05-31,4206,26.52
HP008,B96700,2023-03-12,2024-03-11,1807,64.2
HP002,B40633,2025-05-24,2027-05-24,4700,51.29
HP002,B84167,2023-09-08,2024-09-07,2511,3.27
HP009,B25388,2023-12-26,2024-12-25,2405,22.73
HP004,B51613,2024-02-16,2025-02-15,2623,49.51
HP004,B17496,2025-01-30,2027-01-30,1755,36.88
HP001,B26237,2024-12-15,2025-12-15,556,21.18
HP008,B61212,2023-02-01,2025-01-31,2103,12.26
HP010,B91006,2024-09-21,2025-09-21,2941,15.99
HP003,B43173,2023-03-28,2024-03-27,3126,68.13
HP012,B22158,2023-02-01,2024-02-01,792,9.58
HP011,B88741,2024-11-11,2025-11-11,3694,28.28
HP012,B61083,2024-01-23,2025-01-22,147,41.83
HP009,B27078,2024-05-08,2024-11-04,1873,43.35
HP002,B23552,2023-04-27,2025-04-26,4710,10.93
HP001,B14789,2024-03-25,2024-09-21,4115,47.94
HP009,B56026,2024-07-12,2025-07-12,2016,30.71
HP001,B63856,2024-09-16,2025-03-15,1517,21.12
HP002,B13288,2023-11-30,2024-11-29,3601,27.34
HP004,B20256,2024-10-02,2026-10-02,3023,5.45
HP008,B20642,2024-01-06,2025-06-29,1135,13.3
HP011,B19285,2025-04-02,2026-04-02,2627,50.65
HP002,B16000,2023-09-30,2024-09-29,2493,29.23
HP009,B17992,2023-07-20,2024-07-19,1866,53.76
HP012,B73798,2023-10-07,2024-04-04,1917,14.26
HP007,B69725,2023-12-16,2025-12-15,2110,65.66
HP003,B66993,2023-01-27,2025-01-26,2644,54.5
HP006,B13778,2024-05-15,2025-11-06,4232,22.65
HP001,B19188,2024-04-12,2024-10-09,1425,13.04
HP009,B36770,2023-06-19,2023-12-16,3886,33.28
HP001,B54675,2023-08-12,2024-02-08,4600,13.01
HP001,B79738,2023-11-11,2024-05-09,1608,1.76
HP001,B95006,2023-03-14,2023-09-10,1143,62.45
HP002,B76670,2024-06-21,2025-06-21,1294,18.89
HP010,B70709,2024-04-24,2025-04-24,254,66.96
HP004,B10467,2023-08-27,2025-08-26,2994,52.45
HP011,B31077,2024-04-13,2025-10-05,4912,41.33
HP005,B88938,2023-03-24,2024-03-23,2788,33.4
HP010,B12761,2025-01-31,2026-07-25,3729,53.53
HP003,B57082,2023-07-27,2024-07-26,1831,47.79
HP009,B15296,2024-04-15,2024-10-12,4528,8.13
HP004,B81859,2023-08-10,2024-08-09,2591,60.89
HP004,B93255,2025-03-06,2027-03-06,4782,19.72
HP004,B36495,2024-03-29,2025-03-29,2191,8.25
HP004,B40044,2023-04-11,2024-04-10,1486,33.65
HP002,B28610,2024-02-18,2026-02-17,2012,21.94
HP003,B86724,2023-01-13,2024-01-13,4087,64.88
HP010,B84628,2025-04-26,2026-04-26,1947,17.97
HP006,B91905,2024-06-13,2025-06-13,4784,44.15
HP005,B46172,2023-09-14,2024-09-13,3252,60.05
HP010,B31516,2023-04-17,2025-04-16,2127,56.14
HP009,B45830,2023-04-16,2023-10-13,2696,31.99
HP008,B57050,2024-04-20,2026-04-20,1745,41.21
HP012,B15849,2025-02-12,2025-08-11,3313,8.84
HP002,B68259,2024-05-22,2025-05-22,3274,6.03
HP003,B65699,2024-09-22,2026-09-22,3262,17.18
HP012,B20338,2025-06-09,2026-06-09,4953,51.39
HP005,B69803,2024-10-20,2026-10-20,766,38.37
HP008,B72758,2023-03-11,2024-09-01,3274,35.15
HP004,B22138,2025-03-19,2026-09-10,4247,28.73
HP004,B84251,2023-04-23,2024-10-14,2215,64.79
HP011,B46024,2023-05-28,2024-11-18,4053,38.91
HP007,B23731,2025-02-23,2026-08-17,2766,66.23
HP005,B62215,2023-05-30,2024-11-20,53,6.7
HP012,B83780,2024-05-30,2024-11-26,4181,42.51
HP012,B57584,2023-04-28,2024-04-27,3760,9.58
HP007,B36300,2025-04-29,2026-10-21,2466,65.01
HP011,B14587,2023-03-14,2024-09-04,1438,12.67
HP003,B96411,2023-08-05,2024-08-04,3841,14.36
HP001,B55649,2023-09-12,2024-03-10,3763,1.98
HP005,B62201,2023-08-05,2025-01-26,3728,10.91
HP006,B62269,2025-06-12,2027-06-12,3356,24.97
HP010,B98573,2025-06-15,2027-06-15,3553,11.92
HP001,B26327,2024-07-19,2025-01-15,4268,39.73
HP008,B45993,2025-04-06,2027-04-06,873,7.53
HP005,B47890,2025-05-29,2027-05-29,1416,7.38
HP012,B84061,2023-11-30,2024-11-29,4554,6.54
HP010,B99690,2023-11-11,2024-11-10,1180,53.36
HP001,B72357,2024-11-18,2025-05-17,3541,66.68
HP007,B59371,2023-01-31,2024-01-31,897,15.56
HP011,B69759,2025-06-12,2026-12-04,4824,39.03
HP004,B88928,2025-03-16,2027-03-16,4783,2.61
HP012,B30369,2023-11-10,2024-05-08,2078,56.91
HP005,B21171,2023-02-15,2024-02-15,267,5.31
HP008,B95454,2024-02-14,2025-02-13,3944,2.32
HP001,B67137,2024-06-04,2024-12-01,3588,61.99
HP012,B93266,2025-03-02,2026-03-02,1039,29.94
HP003,B57322,2024-07-25,2026-07-25,437,13.53
HP009,B64728,2025-01-15,2025-07-14,4781,48.29
HP003,B98050,2024-03-04,2026-03-04,444,5.96
HP006,B60656,2023-02-19,2025-02-18,4263,50.65
HP011,B24029,2024-09-16,2025-09-16,1939,46.22
HP008,B27102,2023-10-23,2025-04-15,4962,13.27
HP002,B54121,2025-04-23,2026-04-23,4811,56.72
HP005,B81016,2023-04-24,2025-04-23,900,7.02
HP008,B49896,2023-05-17,2025-05-16,152,2.12
HP007,B30769,2024-01-12,2025-07-05,4405,7.23
HP011,B40895,2025-05-28,2026-11-19,2770,28.5
HP004,B25600,2024-11-15,2025-11-15,4388,55.5
HP010,B61628,2024-10-23,2026-04-16,1327,22.32
HP006,B78672,2024-08-16,2026-02-07,682,60.24
